tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
2892,user_61886,True,Thu Oct 05 22:22:00 +0000 2017,@Delta can I cancel my reservation and get a credit? cnofirmation QQ1029,2893,
4009,Delta,False,Sun Oct 08 15:31:00 +0000 2017,Delayed bags are frustrating. DM us your file reference and we'll check its status right away. ^AB,,4008
3884,user_27880,True,Sun Oct 08 08:14:00 +0000 2017,flight DL4650 cancelled @Delta and the app won't let me rebook. help pls,3885,
1159,Delta,False,Sun Oct 01 17:16:00 +0000 2017,Let's get you boarded. Please DM your confirmation number and we'll pull up your boarding pass. ^JK,,1158
4331,Delta,False,Mon Oct 09 10:18:00 +0000 2017,Apologies for the delay to your travel plans. Send us a DM with your confirmation # and we'll check the next available flights. ^JK,,4330
2104,user_78932,True,Wed Oct 04 00:24:00 +0000 2017,@Delta my bag didn't show up at Detroit baggage claim. where is it??,2105,
4763,Delta,False,Tue Oct 10 11:30:00 +0000 2017,Apologies for the delay to your travel plans. Send us a DM with your confirmation # and we'll check the next available flights. ^JK,,4762
1281,Delta,False,Mon Oct 02 00:23:00 +0000 2017,We're so sorry for the disruption. Please DM us your confirmation number and we'll look at rebooking options right away. ^AB,,1280
2161,Delta,False,Wed Oct 04 03:43:00 +0000 2017,This is not the experience we want you to have. Please DM us what happened and your flight details so we can make it right. ^AB,,2160
2752,user_99758,True,Thu Oct 05 14:12:00 +0000 2017,"@Delta I can't check in online for flight DL1316, keeps saying error",2753,
2371,Delta,False,Wed Oct 04 15:58:00 +0000 2017,Thank you so much for the kind words! We'll be sure to pass this along to the team. Safe travels! ^JK,,2370
4196,user_85005,True,Mon Oct 09 02:26:00 +0000 2017,"@Delta why won't ur app let me check in, it just spins forever",4197,
1904,user_78988,True,Tue Oct 03 12:44:00 +0000 2017,@Delta just missed my connecting flight in Atlanta because your inbound was late. need to rebook,1905,
1886,user_14817,True,Tue Oct 03 11:41:00 +0000 2017,@Delta your flight attendant on the Detroit route was so kind to my kids ❤️,1887,
1061,Delta,False,Sun Oct 01 11:33:00 +0000 2017,We can look into that. DM us your SkyMiles number and we'll review your account and status. ^TL,,1060
1789,Delta,False,Tue Oct 03 06:01:00 +0000 2017,We can review your options. Please DM your confirmation number and we'll check change/cancel fees for your fare. ^RM,,1788
1166,user_68342,True,Sun Oct 01 17:41:00 +0000 2017,@Delta trying to pick seats for DL2139 but the app keeps erroring out,1167,
2665,Delta,False,Thu Oct 05 09:07:00 +0000 2017,Apologies for the delay to your travel plans. Send us a DM with your confirmation # and we'll check the next available flights. ^JK,,2664
4017,Delta,False,Sun Oct 08 15:59:00 +0000 2017,We understand missing a connection is stressful. DM us your confirmation number and we'll get you rebooked. ^RM,,4016
2225,Delta,False,Wed Oct 04 07:27:00 +0000 2017,We understand billing issues are stressful. Please DM us your confirmation number and the charge details so we can review it. ^TL,,2224
3919,Delta,False,Sun Oct 08 10:16:00 +0000 2017,We can review your options. Please DM your confirmation number and we'll check change/cancel fees for your fare. ^RM,,3918
4899,Delta,False,Tue Oct 10 19:26:00 +0000 2017,Thanks for being a SkyMiles member. Please DM us your SkyMiles number and the flight details and we'll check on those miles. ^RM,,4898
1442,user_78455,True,Mon Oct 02 09:47:00 +0000 2017,"@Delta delayed baggage again, bag never made my connection in MSP",1443,
2877,Delta,False,Thu Oct 05 21:29:00 +0000 2017,Sorry for the trouble with your refund. DM us your confirmation number and we'll check its status for you. ^DS,,2876
4637,Delta,False,Tue Oct 10 04:09:00 +0000 2017,We're sorry about your damaged bag. Please DM us your confirmation number and we'll open a claim and help you further. ^DS,,4636
3957,Delta,False,Sun Oct 08 12:29:00 +0000 2017,Happy to help with your reservation. DM us your confirmation number and the change you'd like and we'll take a look. ^JK,,3956
2224,user_12979,True,Wed Oct 04 07:24:00 +0000 2017,"@Delta requesting a refund for the cancelled Detroit flight, this is my 3rd time asking",2225,
3340,user_23024,True,Sat Oct 07 00:30:00 +0000 2017,"@Delta requesting a refund for the cancelled JFK flight, this is my 3rd time asking",3341,
1321,Delta,False,Mon Oct 02 02:43:00 +0000 2017,We understand missing a connection is stressful. DM us your confirmation number and we'll get you rebooked. ^RM,,1320
2740,user_96714,True,Thu Oct 05 13:30:00 +0000 2017,@Delta the wheel on my suitcase was ripped off by baggage handling. who do i talk to,2741,
3859,Delta,False,Sun Oct 08 06:46:00 +0000 2017,Happy to help with your reservation. DM us your confirmation number and the change you'd like and we'll take a look. ^JK,,3858
3493,Delta,False,Sat Oct 07 09:25:00 +0000 2017,This is not the experience we want you to have. Please DM us what happened and your flight details so we can make it right. ^AB,,3492
4784,user_97231,True,Tue Oct 10 12:44:00 +0000 2017,@Delta how do I upgrade to comfort+ on my SEA flight?,4785,
4969,Delta,False,Tue Oct 10 23:31:00 +0000 2017,We're truly sorry about your experience — this isn't the standard we aim for. Please DM us the details so the right team can follow up. ^DS,,4968
4749,Delta,False,Tue Oct 10 10:41:00 +0000 2017,We understand billing issues are stressful. Please DM us your confirmation number and the charge details so we can review it. ^TL,,4748
4541,Delta,False,Mon Oct 09 22:33:00 +0000 2017,We're sorry about your damaged bag. Please DM us your confirmation number and we'll open a claim and help you further. ^DS,,4540
1748,user_73231,True,Tue Oct 03 03:38:00 +0000 2017,@Delta my bag didn't show up at LAX baggage claim. where is it??,1749,
3793,Delta,False,Sun Oct 08 02:55:00 +0000 2017,This made our day — thank you! We'll share your shoutout with the crew. ✈️ ^RM,,3792
4802,user_96089,True,Tue Oct 10 13:47:00 +0000 2017,"@Delta requesting a refund for the cancelled LGA flight, this is my 3rd time asking",4803,
4790,user_62528,True,Tue Oct 10 13:05:00 +0000 2017,flight DL2098 cancelled @Delta and the app won't let me rebook. help pls,4791,
1783,Delta,False,Tue Oct 03 05:40:00 +0000 2017,We can review your options. Please DM your confirmation number and we'll check change/cancel fees for your fare. ^RM,,1782
4928,user_11376,True,Tue Oct 10 21:08:00 +0000 2017,"@Delta I hit 40000 MQMs, when does my medallion status upgrade?",4929,
1716,user_74775,True,Tue Oct 03 01:46:00 +0000 2017,@Delta how do i change the name spelling on my ticket to ATL,1717,
4291,Delta,False,Mon Oct 09 07:58:00 +0000 2017,Happy to point you in the right direction — the details are on delta.com. Let us know if you have questions! ^DS,,4290
4701,Delta,False,Tue Oct 10 07:53:00 +0000 2017,We understand missing a connection is stressful. DM us your confirmation number and we'll get you rebooked. ^RM,,4700
4631,Delta,False,Tue Oct 10 03:48:00 +0000 2017,So sorry to hear your bag didn't arrive. Please DM your file reference or confirmation number and we'll track it down. ^TL,,4630
4525,Delta,False,Mon Oct 09 21:37:00 +0000 2017,We're so sorry for the disruption. Please DM us your confirmation number and we'll look at rebooking options right away. ^AB,,4524
3810,user_61493,True,Sun Oct 08 03:55:00 +0000 2017,"@Delta I hit 25000 MQMs, when does my medallion status upgrade?",3811,
4300,user_34781,True,Mon Oct 09 08:30:00 +0000 2017,flight DL4410 cancelled @Delta and the app won't let me rebook. help pls,4301,
3012,user_64546,True,Fri Oct 06 05:22:00 +0000 2017,why is @Delta flight DL3432 delayed AGAIN. i've been waiting 2 hours,3013,
1929,Delta,False,Tue Oct 03 14:11:00 +0000 2017,We understand billing issues are stressful. Please DM us your confirmation number and the charge details so we can review it. ^TL,,1928
1953,Delta,False,Tue Oct 03 15:35:00 +0000 2017,We can review your options. Please DM your confirmation number and we'll check change/cancel fees for your fare. ^RM,,1952
1299,Delta,False,Mon Oct 02 01:26:00 +0000 2017,Apologies for the delay to your travel plans. Send us a DM with your confirmation # and we'll check the next available flights. ^JK,,1298
3226,user_69477,True,Fri Oct 06 17:51:00 +0000 2017,@Delta how do I upgrade to comfort+ on my LAX flight?,3227,
3800,user_70487,True,Sun Oct 08 03:20:00 +0000 2017,"@Delta huge thankst o the crew on DL1799 to Detroit, they were amazing! ✈️",3801,
3542,user_69279,True,Sat Oct 07 12:17:00 +0000 2017,@Delta can I cancel my reservation and get a credit? confirmation XZ9921,3543,
2658,user_58063,True,Thu Oct 05 08:43:00 +0000 2017,"@Delta still no sign of my checked bag, it's been 10 days. file ref GKR777",2659,
3625,Delta,False,Sat Oct 07 17:07:00 +0000 2017,We understand billing issues are stressful. Please DM us your confirmation number and the charge details so we can review it. ^TL,,3624
3777,Delta,False,Sun Oct 08 01:59:00 +0000 2017,We can look into that. DM us your SkyMiles number and we'll review your account and status. ^TL,,3776
2969,Delta,False,Fri Oct 06 02:51:00 +0000 2017,We can review your options. Please DM your confirmation number and we'll check change/cancel fees for your fare. ^RM,,2968
2974,user_47462,True,Fri Oct 06 03:09:00 +0000 2017,@Delta my flight DL3289 to LGA got cancelled and no one told me. what now??,2975,
2112,user_58622,True,Wed Oct 04 00:52:00 +0000 2017,"@Delta shoutout to the gate agent in LAX who helped rebook me, went above and beyond 🙏",2113,
2872,user_57032,True,Thu Oct 05 21:12:00 +0000 2017,@Delta u lost my luggage on flight DL211. this is unacceptable,2873,
1517,Delta,False,Mon Oct 02 14:09:00 +0000 2017,Sorry you're having trouble checking in. Try the Fly Delta app first; if it persists DM us your confirmation number and we'll get you a boarding pass. ^AB,,1516
3074,user_31314,True,Fri Oct 06 08:59:00 +0000 2017,@Delta my bag didn't show up at ATL baggage claim. where is it??,3075,
1581,Delta,False,Mon Oct 02 17:53:00 +0000 2017,Happy to point you in the right direction — the details are on delta.com. Let us know if you have questions! ^DS,,1580
1376,user_40883,True,Mon Oct 02 05:56:00 +0000 2017,"@Delta weather cancelled DL2472, been on hlod 2 hrs. can someone rebook me to SEA?",1377,
3769,Delta,False,Sun Oct 08 01:31:00 +0000 2017,So sorry to hear your bag didn't arrive. Please DM your file reference or confirmation number and we'll track it down. ^TL,,3768
1807,Delta,False,Tue Oct 03 07:04:00 +0000 2017,We can review your options. Please DM your confirmation number and we'll check change/cancel fees for your fare. ^RM,,1806
1361,Delta,False,Mon Oct 02 05:03:00 +0000 2017,This is not the experience we want you to have. Please DM us what happened and your flight details so we can make it right. ^AB,,1360
1192,user_14481,True,Sun Oct 01 19:12:00 +0000 2017,@Delta how much is a checked bag on a domestic flight to LAX?,1193,
1430,user_16868,True,Mon Oct 02 09:05:00 +0000 2017,"@Delta shoutout to the gate agent in New York who helped rebook me, went above and beyond 🙏",1431,
2232,user_73420,True,Wed Oct 04 07:52:00 +0000 2017,flight DL2708 cancelled @Delta and the app won't let me rebook. help pls,2233,
2155,Delta,False,Wed Oct 04 03:22:00 +0000 2017,We're so sorry for the disruption. Please DM us your confirmation number and we'll look at rebooking options right away. ^AB,,2154
2921,Delta,False,Fri Oct 06 00:03:00 +0000 2017,Happy to help with your reservation. DM us your confirmation number and the change you'd like and we'll take a look. ^JK,,2920
1239,Delta,False,Sun Oct 01 21:56:00 +0000 2017,Delayed bags are frustrating. DM us your file reference and we'll check its status right away. ^AB,,1238
1917,Delta,False,Tue Oct 03 13:29:00 +0000 2017,Sorry you're having trouble checking in. Try the Fly Delta app first; if it persists DM us your confirmation number and we'll get you a boarding pass. ^AB,,1916
2359,Delta,False,Wed Oct 04 15:16:00 +0000 2017,Happy to help with your reservation. DM us your confirmation number and the change you'd like and we'll take a look. ^JK,,2358
1505,Delta,False,Mon Oct 02 13:27:00 +0000 2017,We're sorry about your damaged bag. Please DM us your confirmation number and we'll open a claim and help you further. ^DS,,1504
4022,user_15668,True,Sun Oct 08 16:17:00 +0000 2017,@Delta how much is a checked bag on a domestic flight to Detroit?,4023,
3836,user_20052,True,Sun Oct 08 05:26:00 +0000 2017,@Delta my miles from flight DL518 last week nveer posted to my skymiles,3837,
2908,user_48714,True,Thu Oct 05 23:18:00 +0000 2017,@Delta my bag didn't show up at Atlanta baggage claim. where is it??,2909,
4932,user_96251,True,Tue Oct 10 21:22:00 +0000 2017,"@Delta shoutout to the gate agent in LAX who helped rebook me, went above and beyond 🙏",4933,
4696,user_30773,True,Tue Oct 10 07:36:00 +0000 2017,@Delta you charged me $75 for a bag i never checked. refund please,4697,
4361,Delta,False,Mon Oct 09 12:03:00 +0000 2017,Sorry for the trouble with your refund. DM us your confirmation number and we'll check its status for you. ^DS,,4360
1013,Delta,False,Sun Oct 01 08:45:00 +0000 2017,So sorry to hear your bag didn't arrive. Please DM your file reference or confirmation number and we'll track it down. ^TL,,1012
2130,user_71302,True,Wed Oct 04 01:55:00 +0000 2017,hey @Delta my suitcase came off the belt in Detroit completely damaged 😞,2131,
1930,user_57852,True,Tue Oct 03 14:15:00 +0000 2017,"@Delta still no sign of my checked bag, it's been 10 days. file ref XZ9921",1931,
3908,user_48214,True,Sun Oct 08 09:38:00 +0000 2017,@Delta are there power outlets on flight DL4394?,3909,
2786,user_33001,True,Thu Oct 05 16:11:00 +0000 2017,@Delta how do I upgrade to comfort+ on my Atlanta flight?,2787,
3947,Delta,False,Sun Oct 08 11:54:00 +0000 2017,Thank you so much for the kind words! We'll be sure to pass this along to the team. Safe travels! ^JK,,3946
4683,Delta,False,Tue Oct 10 06:50:00 +0000 2017,Happy to help with your reservation. DM us your confirmation number and the change you'd like and we'll take a look. ^JK,,4682
4006,user_75300,True,Sun Oct 08 15:21:00 +0000 2017,hey @Delta my suitcase came off the belt in New York completely damaged 😞,4007,
3177,Delta,False,Fri Oct 06 14:59:00 +0000 2017,Apologies for the delay to your travel plans. Send us a DM with your confirmation # and we'll check the next available flights. ^JK,,3176
2772,user_32292,True,Thu Oct 05 15:22:00 +0000 2017,"@Delta need to add my daughter to reservation ABC123, can you help",2773,
1441,Delta,False,Mon Oct 02 09:43:00 +0000 2017,Apologies for the delay to your travel plans. Send us a DM with your confirmation # and we'll check the next available flights. ^JK,,1440
4127,Delta,False,Sun Oct 08 22:24:00 +0000 2017,Delayed bags are frustrating. DM us your file reference and we'll check its status right away. ^AB,,4126
5038,user_26660,True,Sun Oct 01 08:00:00 +0000 2017,@united lost my bag as well ugh,,
3891,Delta,False,Sun Oct 08 08:38:00 +0000 2017,We're so sorry for the disruption. Please DM us your confirmation number and we'll look at rebooking options right away. ^AB,,3890
5066,user_83329,True,Sun Oct 01 08:00:00 +0000 2017,"@AmericanAir my flight is delayed too, so annoying",,
1875,Delta,False,Tue Oct 03 11:02:00 +0000 2017,So sorry to hear your bag didn't arrive. Please DM your file reference or confirmation number and we'll track it down. ^TL,,1874
2494,user_21125,True,Wed Oct 04 23:09:00 +0000 2017,"@Delta my skymiles number GKR777 shows the wrong status, i'm platinum",2495,
4667,Delta,False,Tue Oct 10 05:54:00 +0000 2017,We can review your options. Please DM your confirmation number and we'll check change/cancel fees for your fare. ^RM,,4666
2110,user_46232,True,Wed Oct 04 00:45:00 +0000 2017,"@Delta got double billed $30 on my card for seat selection, fix this",2111,
4181,Delta,False,Mon Oct 09 01:33:00 +0000 2017,Happy to help with your reservation. DM us your confirmation number and the change you'd like and we'll take a look. ^JK,,4180
4304,user_42068,True,Mon Oct 09 08:44:00 +0000 2017,@Delta check in says see agent but there's no agent at the Detroit counter,4305,
3117,Delta,False,Fri Oct 06 11:29:00 +0000 2017,We understand missing a connection is stressful. DM us your confirmation number and we'll get you rebooked. ^RM,,3116
3319,Delta,False,Fri Oct 06 23:16:00 +0000 2017,Happy to help with your reservation. DM us your confirmation number and the change you'd like and we'll take a look. ^JK,,3318
2205,Delta,False,Wed Oct 04 06:17:00 +0000 2017,"Great question! You can find the full policy details on delta.com, and we're happy to help if anything's unclear. ^TL",,2204
1987,Delta,False,Tue Oct 03 17:34:00 +0000 2017,This is not the experience we want you to have. Please DM us what happened and your flight details so we can make it right. ^AB,,1986
3414,user_47625,True,Sat Oct 07 04:49:00 +0000 2017,"@Delta I can't check in online for flight DL3407, keeps saying error",3415,
3371,Delta,False,Sat Oct 07 02:18:00 +0000 2017,Delayed bags are frustrating. DM us your file reference and we'll check its status right away. ^AB,,3370
1774,user_45245,True,Tue Oct 03 05:09:00 +0000 2017,"@Delta ruined my ORD trip, disorganized and rude staff everywhere",1775,
1822,user_65155,True,Tue Oct 03 07:57:00 +0000 2017,@Delta my ORD flight is showing edlayed but the board says on time?? which is it,1823,
4854,user_51949,True,Tue Oct 10 16:49:00 +0000 2017,"@Delta where is my refund?? cancelled 5 days ago, still nothing. conf XZ9921",4855,
3294,user_60959,True,Fri Oct 06 21:49:00 +0000 2017,@Delta do medallion members get free bags on flights to DTW?,3295,
1092,user_64869,True,Sun Oct 01 13:22:00 +0000 2017,"@Delta stuck at SLC bc DL2287 is delayed 20 mins, gonna miss my connection 😡",1093,
1560,user_59115,True,Mon Oct 02 16:40:00 +0000 2017,"@Delta mobile boarding pass gone from wallet, flight DL3557 in an hour",1561,
4771,Delta,False,Tue Oct 10 11:58:00 +0000 2017,Delayed bags are frustrating. DM us your file reference and we'll check its status right away. ^AB,,4770
2081,Delta,False,Tue Oct 03 23:03:00 +0000 2017,We understand missing a connection is stressful. DM us your confirmation number and we'll get you rebooked. ^RM,,2080
3042,user_78994,True,Fri Oct 06 07:07:00 +0000 2017,"@Delta got double billed $75 on my card for seat selection, fix this",3043,
3051,Delta,False,Fri Oct 06 07:38:00 +0000 2017,We're so sorry for the disruption. Please DM us your confirmation number and we'll look at rebooking options right away. ^AB,,3050
2785,Delta,False,Thu Oct 05 16:07:00 +0000 2017,Thanks for being a SkyMiles member. Please DM us your SkyMiles number and the flight details and we'll check on those miles. ^RM,,2784
1497,Delta,False,Mon Oct 02 12:59:00 +0000 2017,We're sorry about your damaged bag. Please DM us your confirmation number and we'll open a claim and help you further. ^DS,,1496
2337,Delta,False,Wed Oct 04 13:59:00 +0000 2017,We're so sorry for the disruption. Please DM us your confirmation number and we'll look at rebooking options right away. ^AB,,2336
1870,user_72840,True,Tue Oct 03 10:45:00 +0000 2017,"@Delta stuck at JFK bc DL2428 is delayed 120 mins, gonna miss my connection 😡",1871,
4400,user_23607,True,Mon Oct 09 14:20:00 +0000 2017,flight DL648 cancelled @Delta and the app won't let me rebook. help pls,4401,
2932,user_59658,True,Fri Oct 06 00:42:00 +0000 2017,"@Delta shoutout to the gate agent in SLC who helped reobok me, went above and beyond 🙏",2933,
3978,user_69195,True,Sun Oct 08 13:43:00 +0000 2017,@Delta your flight attendant on the ORD route was so kind to my kids ❤️,3979,
4246,user_64899,True,Mon Oct 09 05:21:00 +0000 2017,"@Delta need to add my daughter to reservation XZ9921, can you help",4247,
1383,Delta,False,Mon Oct 02 06:20:00 +0000 2017,Sorry for the trouble with your refund. DM us your confirmation number and we'll check its status for you. ^DS,,1382
3851,Delta,False,Sun Oct 08 06:18:00 +0000 2017,We understand billing issues are stressful. Please DM us your confirmation number and the charge details so we can review it. ^TL,,3850
4742,user_88842,True,Tue Oct 10 10:17:00 +0000 2017,@Delta how do I upgrade to comfort+ on my BOS flight?,4743,
4533,Delta,False,Mon Oct 09 22:05:00 +0000 2017,Delayed bags are frustrating. DM us your file reference and we'll check its status right away. ^AB,,4532
1611,Delta,False,Mon Oct 02 19:38:00 +0000 2017,We're sorry about your damaged bag. Please DM us your confirmation number and we'll open a claim and help you further. ^DS,,1610
2659,Delta,False,Thu Oct 05 08:46:00 +0000 2017,So sorry to hear your bag didn't arrive. Please DM your file reference or confirmation number and we'll track it down. ^TL,,2658
4391,Delta,False,Mon Oct 09 13:48:00 +0000 2017,Let's get you boarded. Please DM your confirmation number and we'll pull up your boarding pass. ^JK,,4390
3686,user_65155,True,Sat Oct 07 20:41:00 +0000 2017,"@Delta my travel credit disappeared from my account, i had $200",3687,
2648,user_64319,True,Thu Oct 05 08:08:00 +0000 2017,@Delta just missed my connecting flight in BOS because your inbound was late. need to rebook,2649,
4390,user_14993,True,Mon Oct 09 13:45:00 +0000 2017,"@Delta kiosk at LAX isn't printing my boarding pass, line is huge",4391,
2958,user_32216,True,Fri Oct 06 02:13:00 +0000 2017,@Delta you lost my luggage on flight DL617. this is unacceptable,2959,
4202,user_59979,True,Mon Oct 09 02:47:00 +0000 2017,@Delta my flight DL421 to MSP got cancelled and no one told me. what now??,4203,
1043,Delta,False,Sun Oct 01 10:30:00 +0000 2017,We understand missing a connection is stressful. DM us your confirmation number and we'll get you rebooked. ^RM,,1042
5042,user_93146,True,Sun Oct 01 08:00:00 +0000 2017,@united lost my bag as well ugh,,
2396,user_99676,True,Wed Oct 04 17:26:00 +0000 2017,flight DL4927 cancelled @Delta and the app won't let me rebook. help pls,2397,
4990,user_23357,True,Wed Oct 11 00:45:00 +0000 2017,hey @Delta my suitacse came off the belt in Detroit completely damaged 😞,4991,
3600,user_46185,True,Sat Oct 07 15:40:00 +0000 2017,@Delta i'm disgusted by how i was treated at the SEA gate today,3601,
1672,user_74360,True,Mon Oct 02 23:12:00 +0000 2017,@Delta weve been sitting on the tarmac at MSP for 3 hours whats going on,1673,
3903,Delta,False,Sun Oct 08 09:20:00 +0000 2017,Apologies for the delay to your travel plans. Send us a DM with your confirmation # and we'll check the next available flights. ^JK,,3902
2857,Delta,False,Thu Oct 05 20:19:00 +0000 2017,We can look into that. DM us your SkyMiles number and we'll review your account and status. ^TL,,2856
1487,Delta,False,Mon Oct 02 12:24:00 +0000 2017,Thank you so much for the kind words! We'll be sure to pass this along to the team. Safe travels! ^JK,,1486
3830,user_26948,True,Sun Oct 08 05:05:00 +0000 2017,@Delta booked an award ticket to ATL but no miles were deducted?,3831,
2760,user_77723,True,Thu Oct 05 14:40:00 +0000 2017,@Delta how do I upgrade to comfort+ on my New York flight?,2761,
5036,user_85268,True,Sun Oct 01 08:00:00 +0000 2017,@united lost my bag as well ugh,,
2855,Delta,False,Thu Oct 05 20:12:00 +0000 2017,So sorry to hear your bag didn't arrive. Please DM your file reference or confirmation number and we'll track it down. ^TL,,2854
1237,Delta,False,Sun Oct 01 21:49:00 +0000 2017,Thank you so much for the kind words! We'll be sure to pass this along to the team. Safe travels! ^JK,,1236
2438,user_42227,True,Wed Oct 04 19:53:00 +0000 2017,@Delta absolutely the worst experience today. gate agent in DTW was so rude,2439,
3913,Delta,False,Sun Oct 08 09:55:00 +0000 2017,We understand missing a connection is stressful. DM us your confirmation number and we'll get you rebooked. ^RM,,3912
1103,Delta,False,Sun Oct 01 14:00:00 +0000 2017,So sorry to hear your bag didn't arrive. Please DM your file reference or confirmation number and we'll track it down. ^TL,,1102
3682,user_62483,True,Sat Oct 07 20:27:00 +0000 2017,@Delta weve been sitting on the tarmac at SLC for 2 hours whats going on,3683,
1656,user_74087,True,Mon Oct 02 22:16:00 +0000 2017,"@Delta weather cancelled DL3550, been on hold 2 hrs. can someone rebook me to DTW?",1657,
2816,user_95689,True,Thu Oct 05 17:56:00 +0000 2017,flight DL4235 cancelled @Delta and the app won't let me rebook. help pls,2817,
4716,user_90830,True,Tue Oct 10 08:46:00 +0000 2017,@Delta can I cancel my reservation and get a credit ?confirmation ABC123,4717,
4173,Delta,False,Mon Oct 09 01:05:00 +0000 2017,We can review your options. Please DM your confirmation number and we'll check change/cancel fees for your fare. ^RM,,4172
1191,Delta,False,Sun Oct 01 19:08:00 +0000 2017,We understand missing a connection is stressful. DM us your confirmation number and we'll get you rebooked. ^RM,,1190
3419,Delta,False,Sat Oct 07 05:06:00 +0000 2017,We can look into that. DM us your SkyMiles number and we'll review your account and status. ^TL,,3418
2356,user_38661,True,Wed Oct 04 15:06:00 +0000 2017,@Delta how early should i arrive for a domestic flight to MSP?,2357,
2631,Delta,False,Thu Oct 05 07:08:00 +0000 2017,Happy to help with your reservation. DM us your confirmation number and the change you'd like and we'll take a look. ^JK,,2630
2745,Delta,False,Thu Oct 05 13:47:00 +0000 2017,Sorry for the trouble with your refund. DM us your confirmation number and we'll check its status for you. ^DS,,2744
4752,user_13434,True,Tue Oct 10 10:52:00 +0000 2017,@Delta do medallion members get free bags on flights to New York?,4753,
4687,Delta,False,Tue Oct 10 07:04:00 +0000 2017,We understand billing issues are stressful. Please DM us your confirmation number and the charge details so we can review it. ^TL,,4686
1491,Delta,False,Mon Oct 02 12:38:00 +0000 2017,We understand billing issues are stressful. Please DM us your confirmation number and the charge details so we can review it. ^TL,,1490
3011,Delta,False,Fri Oct 06 05:18:00 +0000 2017,We understand missing a connection is stressful. DM us your confirmation number and we'll get you rebooked. ^RM,,3010
3700,user_10201,True,Sat Oct 07 21:30:00 +0000 2017,"@Delta my travel credit disappeared from my account, i had $75",3701,
1255,Delta,False,Sun Oct 01 22:52:00 +0000 2017,Apologies for the delay to your travel plans. Send us a DM with your confirmation # and we'll check the next available flights. ^JK,,1254
3339,Delta,False,Sat Oct 07 00:26:00 +0000 2017,We understand billing issues are stressful. Please DM us your confirmation number and the charge details so we can review it. ^TL,,3338
1196,user_76639,True,Sun Oct 01 19:26:00 +0000 2017,@Delta your crew on DL2759 were dismissive and unprofessional. never flying again,1197,
3928,user_86557,True,Sun Oct 08 10:48:00 +0000 2017,"@Delta why won't your app let me check in, it just spins forever",3929,
4795,Delta,False,Tue Oct 10 13:22:00 +0000 2017,"Great question! You can find the full policy details on delta.com, and we're happy to help if anything's unclear. ^TL",,4794
1271,Delta,False,Sun Oct 01 23:48:00 +0000 2017,We understand missing a connection is stressful. DM us your confirmation number and we'll get you rebooked. ^RM,,1270
3361,Delta,False,Sat Oct 07 01:43:00 +0000 2017,Let's get you boarded. Please DM your confirmation number and we'll pull up your boarding pass. ^JK,,3360
3988,user_32111,True,Sun Oct 08 14:18:00 +0000 2017,@Delta what's the carry-on size limit for international?,3989,
5080,user_15568,True,Sun Oct 01 08:00:00 +0000 2017,@united lost my bag as well ugh,,
1222,user_17025,True,Sun Oct 01 20:57:00 +0000 2017,"@Delta weather cancelled DL1311, been on hold 2 hrs .can someone rebook me to LAX?",1223,
4867,Delta,False,Tue Oct 10 17:34:00 +0000 2017,Happy to point you in the right direction — the details are on delta.com. Let us know if you have questions! ^DS,,4866
4775,Delta,False,Tue Oct 10 12:12:00 +0000 2017,We understand missing a connection is stressful. DM us your confirmation number and we'll get you rebooked. ^RM,,4774
4943,Delta,False,Tue Oct 10 22:00:00 +0000 2017,We can review your options. Please DM your confirmation number and we'll check change/cancel fees for your fare. ^RM,,4942
5078,user_95822,True,Sun Oct 01 08:00:00 +0000 2017,@united lost my bag as well ugh,,
1792,user_96992,True,Tue Oct 03 06:12:00 +0000 2017,@Delta my bag didn't show up at Detroit baggage claim. where is it??,1793,
2096,user_50721,True,Tue Oct 03 23:56:00 +0000 2017,"@Delta shoutout to the gate agent in Atlanta who helped rebook me, went above and beyond 🙏",2097,
4250,user_53109,True,Mon Oct 09 05:35:00 +0000 2017,"@Delta I can't check in online for flight DL3472, keeps saying error",4251,
2941,Delta,False,Fri Oct 06 01:13:00 +0000 2017,Happy to help with your reservation. DM us your confirmation number and the change you'd like and we'll take a look. ^JK,,2940
1333,Delta,False,Mon Oct 02 03:25:00 +0000 2017,We understand missing a connection is stressful. DM us your confirmation number and we'll get you rebooked. ^RM,,1332
2596,user_54579,True,Thu Oct 05 05:06:00 +0000 2017,@Delta u charged me $350 for a bag i never checked. refund please,2597,
2428,user_55462,True,Wed Oct 04 19:18:00 +0000 2017,"@Delta why won't your app let me check in, it just spins forever",2429,
3173,Delta,False,Fri Oct 06 14:45:00 +0000 2017,Sorry you're having trouble checking in. Try the Fly Delta app first; if it persists DM us your confirmation number and we'll get you a boarding pass. ^AB,,3172
2696,user_51321,True,Thu Oct 05 10:56:00 +0000 2017,"@Delta need to add my daughter to reservation QQ1029, can you help",2697,
2945,Delta,False,Fri Oct 06 01:27:00 +0000 2017,We're sorry about your damaged bag. Please DM us your confirmation number and we'll open a claim and help you further. ^DS,,2944
4846,user_10500,True,Tue Oct 10 16:21:00 +0000 2017,"@Delta weather cancelled DL3555, been on hold 2 hrs. can someone rebook me to BOS?",4847,
3405,Delta,False,Sat Oct 07 04:17:00 +0000 2017,Sorry for the trouble with your refund. DM us your confirmation number and we'll check its status for you. ^DS,,3404
